hero,pick_total,pick_wins,pick_losses,ban_count,win_rate,tournament_year,tournament_title,tournament_url,Lane,Role_Normalized
yi sun-shin,46,22,24,9,47.83,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Jungle,Assassin
lancelot,45,27,18,25,60.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Jungle,Assassin
kimmy,42,20,22,21,47.62,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Gold Lane,Mage
joy,41,19,22,7,46.34,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Jungle,Assassin
granger,39,21,18,13,53.85,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Jungle,Marksman
cici,35,14,21,43,40.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Fighter
lapu-lapu,33,14,19,27,42.42,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Fighter
uranus,30,12,18,11,40.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Tank
yve,26,13,13,15,50.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Mid Lane,Mage
phoveus,25,15,10,13,60.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Fighter
moskov,22,9,13,19,40.91,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Gold Lane,Marksman
esmeralda,21,11,10,13,52.38,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Mage
angela,19,12,7,60,63.16,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Roam,Other
bane,19,12,7,20,63.16,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Jungle,Mage
harith,19,11,8,49,57.89,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Mid Lane,Mage
hylos,19,10,9,6,52.63,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Roam,Tank
selena,19,8,11,19,42.11,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Roam,Assassin
baxia,19,6,13,48,31.58,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Jungle,Tank
grock,18,12,6,31,66.67,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Roam,Fighter
arlott,17,10,7,36,58.82,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Assassin
lunox,15,6,9,6,40.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Mid Lane,Mage
pharsa,14,7,7,11,50.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Mid Lane,Mage
khaleed,14,5,9,10,35.71,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Fighter
ruby,13,7,6,16,53.85,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Fighter
hayabusa,11,7,4,5,63.64,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Jungle,Assassin
chou,11,6,5,3,54.55,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Fighter
zhuxin,10,7,3,71,70.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Mid Lane,Mage
chip,10,5,5,39,50.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Roam,Tank
kalea,10,4,6,7,40.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Roam,Fighter
claude,9,2,7,5,22.22,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Gold Lane,Marksman
irithel,8,4,4,5,50.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Gold Lane,Marksman
kaja,8,4,4,5,50.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Roam,Fighter
valentina,8,4,4,3,50.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Mid Lane,Mage
franco,8,2,6,9,25.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Roam,Tank
kagura,6,5,1,3,83.33,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Mid Lane,Mage
alice,5,4,1,6,80.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Mage
badang,5,2,3,1,40.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Fighter
wanwan,5,2,3,27,40.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Gold Lane,Marksman
bruno,5,1,4,0,20.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Gold Lane,Marksman
hilda,4,2,2,8,50.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Roam,Fighter
karrie,3,3,0,0,100.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Gold Lane,Marksman
beatrix,3,2,1,0,66.67,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Gold Lane,Marksman
fanny,3,2,1,54,66.67,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Jungle,Assassin
natan,3,2,1,0,66.67,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Gold Lane,Marksman
helcurt,3,1,2,12,33.33,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Jungle,Assassin
cecilion,3,0,3,0,0.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Mid Lane,Mage
gloo,2,2,0,0,100.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Tank
obsidia,2,2,0,0,100.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Gold Lane,Marksman
yu zhong,2,2,0,4,100.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Fighter
akai,2,1,1,4,50.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Roam,Tank
khufra,2,1,1,0,50.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Roam,Tank
mathilda,2,1,1,5,50.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Roam,Assassin
odette,2,1,1,0,50.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Mid Lane,Mage
terizla,2,1,1,0,50.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Fighter
fredrinn,2,0,2,1,0.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Jungle,Fighter
roger,2,0,2,0,0.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Jungle,Marksman
x.borg,1,1,0,0,100.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Fighter
zetian,1,1,0,0,100.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Mid Lane,Mage
alucard,1,0,1,0,0.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Jungle,Assassin
edith,1,0,1,0,0.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Marksman
estes,1,0,1,0,0.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Roam,Other
jawhead,1,0,1,0,0.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Fighter
paquito,1,0,1,0,0.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Assassin
thamuz,1,0,1,0,0.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Exp Lane,Fighter
vexana,1,0,1,0,0.0,2025,MTC Turkiye Championship Season 6,https://liquipedia.net/mobilelegends/MTC_Turkiye_Championship/Season_6/Statistics,Mid Lane,Mage
yi sun-shin,93,41,52,46,44.09,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Assassin
gatotkaca,90,45,45,27,50.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Fighter
lancelot,84,49,35,79,58.33,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Assassin
lapu-lapu,84,44,40,37,52.38,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
harith,76,42,34,75,55.26,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Mid Lane,Mage
kimmy,70,35,35,36,50.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Gold Lane,Mage
granger,69,30,39,41,43.48,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Marksman
zhuxin,61,31,30,107,50.82,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Mid Lane,Mage
pharsa,57,36,21,44,63.16,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Mid Lane,Mage
arlott,56,27,29,67,48.21,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Assassin
cici,51,25,26,81,49.02,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
kalea,49,24,25,77,48.98,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Fighter
grock,47,23,24,54,48.94,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Fighter
moskov,47,23,24,15,48.94,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Gold Lane,Marksman
fredrinn,46,23,23,24,50.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Fighter
hayabusa,45,23,22,17,51.11,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Assassin
uranus,43,19,24,44,44.19,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Tank
hylos,41,19,22,31,46.34,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Tank
phoveus,36,23,13,65,63.89,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
kagura,35,16,19,10,45.71,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Mid Lane,Mage
baxia,31,16,15,119,51.61,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Tank
esmeralda,31,11,20,35,35.48,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Mage
lunox,30,15,15,18,50.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Mid Lane,Mage
alice,28,16,12,13,57.14,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Mage
selena,26,14,12,18,53.85,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Assassin
joy,25,9,16,7,36.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Assassin
valentina,25,7,18,16,28.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Mid Lane,Mage
ruby,23,8,15,13,34.78,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
khaleed,23,7,16,16,30.43,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
karrie,22,11,11,6,50.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Gold Lane,Marksman
claude,22,9,13,11,40.91,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Gold Lane,Marksman
chou,21,8,13,16,38.1,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
hilda,20,12,8,20,60.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Fighter
gloo,17,9,8,9,52.94,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Tank
wanwan,15,11,4,132,73.33,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Gold Lane,Marksman
akai,15,10,5,6,66.67,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Tank
fanny,14,10,4,93,71.43,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Assassin
yve,14,8,6,19,57.14,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Mid Lane,Mage
badang,13,6,7,8,46.15,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
angela,12,3,9,26,25.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Other
bane,11,8,3,14,72.73,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Mage
franco,11,8,3,26,72.73,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Tank
beatrix,10,3,7,8,30.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Gold Lane,Marksman
bruno,9,7,2,8,77.78,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Gold Lane,Marksman
chip,9,7,2,47,77.78,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Tank
mathilda,9,6,3,16,66.67,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Assassin
luo yi,9,4,5,9,44.44,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Mid Lane,Mage
yu zhong,7,7,0,21,100.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
novaria,7,5,2,10,71.43,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Mid Lane,Mage
terizla,7,4,3,1,57.14,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
cecilion,6,4,2,3,66.67,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Mid Lane,Mage
obsidia,6,3,3,0,50.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Gold Lane,Marksman
kaja,5,5,0,2,100.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Fighter
natan,5,3,2,0,60.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Gold Lane,Marksman
x.borg,5,1,4,4,20.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
khufra,4,2,2,2,50.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Tank
benedetta,4,0,4,1,0.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Assassin
brody,3,1,2,0,33.33,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Gold Lane,Marksman
jawhead,3,1,2,0,33.33,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
helcurt,3,0,3,1,0.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Assassin
dyrroth,2,1,1,0,50.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
edith,2,1,1,0,50.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Marksman
guinevere,2,0,2,2,0.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
lukas,2,0,2,1,0.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Exp Lane,Fighter
roger,2,0,2,0,0.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Marksman
vexana,2,0,2,1,0.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Mid Lane,Mage
ixia,1,1,0,0,100.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Gold Lane,Marksman
nolan,1,1,0,0,100.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Assassin
suyou,1,1,0,0,100.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Assassin
aurora,1,0,1,0,0.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Mid Lane,Mage
barats,1,0,1,0,0.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Fighter
carmilla,1,0,1,0,0.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Tank
irithel,1,0,1,0,0.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Gold Lane,Marksman
leomord,1,0,1,0,0.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Jungle,Fighter
lolita,1,0,1,0,0.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Roam,Tank
zetian,1,0,1,1,0.0,2025,MPL Philippines Season 16,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_16/Statistics,Mid Lane,Mage
kimmy,45,25,20,19,55.56,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Gold Lane,Mage
gatotkaca,41,21,20,23,51.22,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Roam,Fighter
grock,38,20,18,29,52.63,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Roam,Fighter
lancelot,34,18,16,39,52.94,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Jungle,Assassin
yi sun-shin,33,22,11,39,66.67,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Jungle,Assassin
granger,31,16,15,8,51.61,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Jungle,Marksman
alice,30,16,14,30,53.33,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Exp Lane,Mage
lapu-lapu,29,16,13,12,55.17,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Exp Lane,Fighter
pharsa,26,16,10,15,61.54,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Mid Lane,Mage
zhuxin,26,14,12,44,53.85,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Mid Lane,Mage
lunox,25,11,14,9,44.0,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Mid Lane,Mage
kalea,24,14,10,27,58.33,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Roam,Fighter
cici,23,9,14,57,39.13,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Exp Lane,Fighter
yve,20,11,9,14,55.0,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Mid Lane,Mage
hayabusa,20,9,11,27,45.0,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Jungle,Assassin
uranus,20,9,11,24,45.0,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Exp Lane,Tank
esmeralda,20,8,12,12,40.0,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Exp Lane,Mage
arlott,19,9,10,25,47.37,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Exp Lane,Assassin
moskov,18,9,9,13,50.0,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Gold Lane,Marksman
harith,17,11,6,16,64.71,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Mid Lane,Mage
fredrinn,17,6,11,12,35.29,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Jungle,Fighter
guinevere,16,7,9,11,43.75,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Exp Lane,Fighter
chou,16,4,12,7,25.0,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Exp Lane,Fighter
hylos,15,6,9,6,40.0,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Roam,Tank
joy,15,6,9,6,40.0,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Jungle,Assassin
wanwan,15,6,9,11,40.0,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Gold Lane,Marksman
ruby,12,10,2,22,83.33,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Exp Lane,Fighter
yu zhong,11,5,6,19,45.45,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Exp Lane,Fighter
chip,11,4,7,34,36.36,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Roam,Tank
phoveus,11,4,7,11,36.36,2025,MPL Singapore Season 10,https://liquipedia.net/mobilelegends/MPL/Singapore/Season_10/Statistics,Exp Lane,Fighter
